module,route,testId,action,expected,networkHit,domChanged,routeChanged,modalChanged,toast,consoleErrors,pageErrors,result,notes
"POS","/sales","ventas.print-ticket","activate","{""ui"":[""domChanged""],""network"":[{""method"":""GET"",""endpoint"":""/tickets/generate/:id""}]}","","","","","","","","FAIL","control no encontrado"
