id,filename,path,exists,checksumDb,checksumActual,match,entityType,entityId,createdAt
8ea68f3b-15c7-492f-98c2-5afa4535218b,"audit-sample.txt","files/1762611345056-743f9cc36672c-audit-sample.txt",true,2d4759107dd5a7d4e25a36099a858ad9340365dfdecdffa572b6a10b08f9efa4,2d4759107dd5a7d4e25a36099a858ad9340365dfdecdffa572b6a10b08f9efa4,true,test,TEST-ENTITY,2025-11-08T14:15:45.058Z
a6760d40-4b0a-4c8e-8aef-cedb21158909,"sample-verify.txt","files/1762576505715-a222f1f12c1a4-sample-verify.txt",true,5a19c6d99ac6ce7a1de1b062bf1e6157cfd918aff3f7043a185c4a48dd370a76,5a19c6d99ac6ce7a1de1b062bf1e6157cfd918aff3f7043a185c4a48dd370a76,true,verification,script,2025-11-08T04:35:05.716Z
