module,route,testId,action,expected,networkHit,domChanged,routeChanged,modalChanged,toast,consoleErrors,pageErrors,result,notes
"POS","/dashboard","dashboard.copy-link","activate","{""ui"":[""toast""]}","","","","","","","","FAIL","excepción: page.goto: net::ERR_CONNECTION_REFUSED at http://localhost:5173/dashboard
Call log:
[2m  - navigating to ""http://localhost:5173/dashboard"", waiting until ""load""[22m
"
