module,route,testId,action,expected,networkHit,domChanged,routeChanged,modalChanged,toast,consoleErrors,pageErrors,result,notes
"POS","/customers","clientes.save","activate","{""network"":[{""method"":""POST"",""endpoint"":""/customers""}],""ui"":[""toast"",""domChanged""]}","","","","","","","","FAIL","{""networkHit"":false,""domChanged"":false,""routeChanged"":false,""modalChanged"":false,""toast"":false,""consoleErrors"":0,""pageErrors"":0}"
